id,nombre,email,ciudad,fecha_registro,canal_adquisicion,es_vip
4090,Eva López 4090,cliente4090@email.com,Madrid,2053-08-05,email,False
4091,Carlos Ruiz 4091,cliente4091@email.com,Barcelona,2053-08-08,google,False
4092,Marta Soto 4092,cliente4092@email.com,Valencia,2053-08-11,facebook,False
4093,Pablo Díaz 4093,cliente4093@email.com,Sevilla,2053-08-14,organico,False
4094,Sara Vega 4094,cliente4094@email.com,Bilbao,2053-08-17,referido,False
4095,Ana García 4095,cliente4095@email.com,Madrid,2053-08-20,email,True
4096,Luis Martín 4096,cliente4096@email.com,Barcelona,2053-08-23,google,False
4097,Eva López 4097,cliente4097@email.com,Valencia,2053-08-26,facebook,False
4098,Carlos Ruiz 4098,cliente4098@email.com,Sevilla,2053-08-29,organico,False
4099,Marta Soto 4099,cliente4099@email.com,Bilbao,2053-09-01,referido,False
4100,Pablo Díaz 4100,cliente4100@email.com,Madrid,2053-09-04,email,False
4101,Sara Vega 4101,cliente4101@email.com,Barcelona,2053-09-07,google,False
4102,Ana García 4102,cliente4102@email.com,Valencia,2053-09-10,facebook,True
4103,Luis Martín 4103,cliente4103@email.com,Sevilla,2053-09-13,organico,False
4104,Eva López 4104,cliente4104@email.com,Bilbao,2053-09-16,referido,False
4105,Carlos Ruiz 4105,cliente4105@email.com,Madrid,2053-09-19,email,False
4106,Marta Soto 4106,cliente4106@email.com,Barcelona,2053-09-22,google,False
4107,Pablo Díaz 4107,cliente4107@email.com,Valencia,2053-09-25,facebook,False
4108,Sara Vega 4108,cliente4108@email.com,Sevilla,2053-09-28,organico,False
4109,Ana García 4109,cliente4109@email.com,Bilbao,2053-10-01,referido,True
4110,Luis Martín 4110,cliente4110@email.com,Madrid,2053-10-04,email,False
4111,Eva López 4111,cliente4111@email.com,Barcelona,2053-10-07,google,False
4112,Carlos Ruiz 4112,cliente4112@email.com,Valencia,2053-10-10,facebook,False
4113,Marta Soto 4113,cliente4113@email.com,Sevilla,2053-10-13,organico,False
4114,Pablo Díaz 4114,cliente4114@email.com,Bilbao,2053-10-16,referido,False
4115,Sara Vega 4115,cliente4115@email.com,Madrid,2053-10-19,email,False
4116,Ana García 4116,cliente4116@email.com,Barcelona,2053-10-22,google,True
4117,Luis Martín 4117,cliente4117@email.com,Valencia,2053-10-25,facebook,False
4118,Eva López 4118,cliente4118@email.com,Sevilla,2053-10-28,organico,False
4119,Carlos Ruiz 4119,cliente4119@email.com,Bilbao,2053-10-31,referido,False
4120,Marta Soto 4120,cliente4120@email.com,Madrid,2053-11-03,email,False
4121,Pablo Díaz 4121,cliente4121@email.com,Barcelona,2053-11-06,google,False
4122,Sara Vega 4122,cliente4122@email.com,Valencia,2053-11-09,facebook,False
4123,Ana García 4123,cliente4123@email.com,Sevilla,2053-11-12,organico,True
4124,Luis Martín 4124,cliente4124@email.com,Bilbao,2053-11-15,referido,False
4125,Eva López 4125,cliente4125@email.com,Madrid,2053-11-18,email,False
4126,Carlos Ruiz 4126,cliente4126@email.com,Barcelona,2053-11-21,google,False
4127,Marta Soto 4127,cliente4127@email.com,Valencia,2053-11-24,facebook,False
4128,Pablo Díaz 4128,cliente4128@email.com,Sevilla,2053-11-27,organico,False
4129,Sara Vega 4129,cliente4129@email.com,Bilbao,2053-11-30,referido,False
4130,Ana García 4130,cliente4130@email.com,Madrid,2053-12-03,email,True
4131,Luis Martín 4131,cliente4131@email.com,Barcelona,2053-12-06,google,False
4132,Eva López 4132,cliente4132@email.com,Valencia,2053-12-09,facebook,False
4133,Carlos Ruiz 4133,cliente4133@email.com,Sevilla,2053-12-12,organico,False
4134,Marta Soto 4134,cliente4134@email.com,Bilbao,2053-12-15,referido,False
4135,Pablo Díaz 4135,cliente4135@email.com,Madrid,2053-12-18,email,False
4136,Sara Vega 4136,cliente4136@email.com,Barcelona,2053-12-21,google,False
4137,Ana García 4137,cliente4137@email.com,Valencia,2053-12-24,facebook,True
4138,Luis Martín 4138,cliente4138@email.com,Sevilla,2053-12-27,organico,False
4139,Eva López 4139,cliente4139@email.com,Bilbao,2053-12-30,referido,False
4140,Carlos Ruiz 4140,cliente4140@email.com,Madrid,2054-01-02,email,False
4141,Marta Soto 4141,cliente4141@email.com,Barcelona,2054-01-05,google,False
4142,Pablo Díaz 4142,cliente4142@email.com,Valencia,2054-01-08,facebook,False
4143,Sara Vega 4143,cliente4143@email.com,Sevilla,2054-01-11,organico,False
4144,Ana García 4144,cliente4144@email.com,Bilbao,2054-01-14,referido,True
4145,Luis Martín 4145,cliente4145@email.com,Madrid,2054-01-17,email,False
4146,Eva López 4146,cliente4146@email.com,Barcelona,2054-01-20,google,False
4147,Carlos Ruiz 4147,cliente4147@email.com,Valencia,2054-01-23,facebook,False
4148,Marta Soto 4148,cliente4148@email.com,Sevilla,2054-01-26,organico,False
4149,Pablo Díaz 4149,cliente4149@email.com,Bilbao,2054-01-29,referido,False
4150,Sara Vega 4150,cliente4150@email.com,Madrid,2054-02-01,email,False
4151,Ana García 4151,cliente4151@email.com,Barcelona,2054-02-04,google,True
4152,Luis Martín 4152,cliente4152@email.com,Valencia,2054-02-07,facebook,False
4153,Eva López 4153,cliente4153@email.com,Sevilla,2054-02-10,organico,False
4154,Carlos Ruiz 4154,cliente4154@email.com,Bilbao,2054-02-13,referido,False
4155,Marta Soto 4155,cliente4155@email.com,Madrid,2054-02-16,email,False
4156,Pablo Díaz 4156,cliente4156@email.com,Barcelona,2054-02-19,google,False
4157,Sara Vega 4157,cliente4157@email.com,Valencia,2054-02-22,facebook,False
4158,Ana García 4158,cliente4158@email.com,Sevilla,2054-02-25,organico,True
4159,Luis Martín 4159,cliente4159@email.com,Bilbao,2054-02-28,referido,False
4160,Eva López 4160,cliente4160@email.com,Madrid,2054-03-03,email,False
4161,Carlos Ruiz 4161,cliente4161@email.com,Barcelona,2054-03-06,google,False
4162,Marta Soto 4162,cliente4162@email.com,Valencia,2054-03-09,facebook,False
4163,Pablo Díaz 4163,cliente4163@email.com,Sevilla,2054-03-12,organico,False
4164,Sara Vega 4164,cliente4164@email.com,Bilbao,2054-03-15,referido,False
4165,Ana García 4165,cliente4165@email.com,Madrid,2054-03-18,email,True
4166,Luis Martín 4166,cliente4166@email.com,Barcelona,2054-03-21,google,False
4167,Eva López 4167,cliente4167@email.com,Valencia,2054-03-24,facebook,False
4168,Carlos Ruiz 4168,cliente4168@email.com,Sevilla,2054-03-27,organico,False
4169,Marta Soto 4169,cliente4169@email.com,Bilbao,2054-03-30,referido,False
4170,Pablo Díaz 4170,cliente4170@email.com,Madrid,2054-04-02,email,False
4171,Sara Vega 4171,cliente4171@email.com,Barcelona,2054-04-05,google,False
4172,Ana García 4172,cliente4172@email.com,Valencia,2054-04-08,facebook,True
4173,Luis Martín 4173,cliente4173@email.com,Sevilla,2054-04-11,organico,False
4174,Eva López 4174,cliente4174@email.com,Bilbao,2054-04-14,referido,False
4175,Carlos Ruiz 4175,cliente4175@email.com,Madrid,2054-04-17,email,False
4176,Marta Soto 4176,cliente4176@email.com,Barcelona,2054-04-20,google,False
4177,Pablo Díaz 4177,cliente4177@email.com,Valencia,2054-04-23,facebook,False
4178,Sara Vega 4178,cliente4178@email.com,Sevilla,2054-04-26,organico,False
4179,Ana García 4179,cliente4179@email.com,Bilbao,2054-04-29,referido,True
4180,Luis Martín 4180,cliente4180@email.com,Madrid,2054-05-02,email,False
4181,Eva López 4181,cliente4181@email.com,Barcelona,2054-05-05,google,False
4182,Carlos Ruiz 4182,cliente4182@email.com,Valencia,2054-05-08,facebook,False
4183,Marta Soto 4183,cliente4183@email.com,Sevilla,2054-05-11,organico,False
4184,Pablo Díaz 4184,cliente4184@email.com,Bilbao,2054-05-14,referido,False
4185,Sara Vega 4185,cliente4185@email.com,Madrid,2054-05-17,email,False
4186,Ana García 4186,cliente4186@email.com,Barcelona,2054-05-20,google,True
4187,Luis Martín 4187,cliente4187@email.com,Valencia,2054-05-23,facebook,False
4188,Eva López 4188,cliente4188@email.com,Sevilla,2054-05-26,organico,False
4189,Carlos Ruiz 4189,cliente4189@email.com,Bilbao,2054-05-29,referido,False
4190,Marta Soto 4190,cliente4190@email.com,Madrid,2054-06-01,email,False
4191,Pablo Díaz 4191,cliente4191@email.com,Barcelona,2054-06-04,google,False
4192,Sara Vega 4192,cliente4192@email.com,Valencia,2054-06-07,facebook,False
4193,Ana García 4193,cliente4193@email.com,Sevilla,2054-06-10,organico,True
4194,Luis Martín 4194,cliente4194@email.com,Bilbao,2054-06-13,referido,False
4195,Eva López 4195,cliente4195@email.com,Madrid,2054-06-16,email,False
4196,Carlos Ruiz 4196,cliente4196@email.com,Barcelona,2054-06-19,google,False
4197,Marta Soto 4197,cliente4197@email.com,Valencia,2054-06-22,facebook,False
4198,Pablo Díaz 4198,cliente4198@email.com,Sevilla,2054-06-25,organico,False
4199,Sara Vega 4199,cliente4199@email.com,Bilbao,2054-06-28,referido,False
4200,Ana García 4200,cliente4200@email.com,Madrid,2054-07-01,email,True
4201,Luis Martín 4201,cliente4201@email.com,Barcelona,2054-07-04,google,False
4202,Eva López 4202,cliente4202@email.com,Valencia,2054-07-07,facebook,False
4203,Carlos Ruiz 4203,cliente4203@email.com,Sevilla,2054-07-10,organico,False
4204,Marta Soto 4204,cliente4204@email.com,Bilbao,2054-07-13,referido,False
4205,Pablo Díaz 4205,cliente4205@email.com,Madrid,2054-07-16,email,False
4206,Sara Vega 4206,cliente4206@email.com,Barcelona,2054-07-19,google,False
4207,Ana García 4207,cliente4207@email.com,Valencia,2054-07-22,facebook,True
4208,Luis Martín 4208,cliente4208@email.com,Sevilla,2054-07-25,organico,False
4209,Eva López 4209,cliente4209@email.com,Bilbao,2054-07-28,referido,False
4210,Carlos Ruiz 4210,cliente4210@email.com,Madrid,2054-07-31,email,False
4211,Marta Soto 4211,cliente4211@email.com,Barcelona,2054-08-03,google,False
4212,Pablo Díaz 4212,cliente4212@email.com,Valencia,2054-08-06,facebook,False
4213,Sara Vega 4213,cliente4213@email.com,Sevilla,2054-08-09,organico,False
4214,Ana García 4214,cliente4214@email.com,Bilbao,2054-08-12,referido,True
4215,Luis Martín 4215,cliente4215@email.com,Madrid,2054-08-15,email,False
4216,Eva López 4216,cliente4216@email.com,Barcelona,2054-08-18,google,False
4217,Carlos Ruiz 4217,cliente4217@email.com,Valencia,2054-08-21,facebook,False
4218,Marta Soto 4218,cliente4218@email.com,Sevilla,2054-08-24,organico,False
4219,Pablo Díaz 4219,cliente4219@email.com,Bilbao,2054-08-27,referido,False
4220,Sara Vega 4220,cliente4220@email.com,Madrid,2054-08-30,email,False
4221,Ana García 4221,cliente4221@email.com,Barcelona,2054-09-02,google,True
4222,Luis Martín 4222,cliente4222@email.com,Valencia,2054-09-05,facebook,False
4223,Eva López 4223,cliente4223@email.com,Sevilla,2054-09-08,organico,False
4224,Carlos Ruiz 4224,cliente4224@email.com,Bilbao,2054-09-11,referido,False
4225,Marta Soto 4225,cliente4225@email.com,Madrid,2054-09-14,email,False
4226,Pablo Díaz 4226,cliente4226@email.com,Barcelona,2054-09-17,google,False
4227,Sara Vega 4227,cliente4227@email.com,Valencia,2054-09-20,facebook,False
4228,Ana García 4228,cliente4228@email.com,Sevilla,2054-09-23,organico,True
4229,Luis Martín 4229,cliente4229@email.com,Bilbao,2054-09-26,referido,False
4230,Eva López 4230,cliente4230@email.com,Madrid,2054-09-29,email,False
4231,Carlos Ruiz 4231,cliente4231@email.com,Barcelona,2054-10-02,google,False
4232,Marta Soto 4232,cliente4232@email.com,Valencia,2054-10-05,facebook,False
4233,Pablo Díaz 4233,cliente4233@email.com,Sevilla,2054-10-08,organico,False
4234,Sara Vega 4234,cliente4234@email.com,Bilbao,2054-10-11,referido,False
4235,Ana García 4235,cliente4235@email.com,Madrid,2054-10-14,email,True
4236,Luis Martín 4236,cliente4236@email.com,Barcelona,2054-10-17,google,False
4237,Eva López 4237,cliente4237@email.com,Valencia,2054-10-20,facebook,False
4238,Carlos Ruiz 4238,cliente4238@email.com,Sevilla,2054-10-23,organico,False
4239,Marta Soto 4239,cliente4239@email.com,Bilbao,2054-10-26,referido,False
4240,Pablo Díaz 4240,cliente4240@email.com,Madrid,2054-10-29,email,False
4241,Sara Vega 4241,cliente4241@email.com,Barcelona,2054-11-01,google,False
4242,Ana García 4242,cliente4242@email.com,Valencia,2054-11-04,facebook,True
4243,Luis Martín 4243,cliente4243@email.com,Sevilla,2054-11-07,organico,False
4244,Eva López 4244,cliente4244@email.com,Bilbao,2054-11-10,referido,False
4245,Carlos Ruiz 4245,cliente4245@email.com,Madrid,2054-11-13,email,False
4246,Marta Soto 4246,cliente4246@email.com,Barcelona,2054-11-16,google,False
4247,Pablo Díaz 4247,cliente4247@email.com,Valencia,2054-11-19,facebook,False
4248,Sara Vega 4248,cliente4248@email.com,Sevilla,2054-11-22,organico,False
4249,Ana García 4249,cliente4249@email.com,Bilbao,2054-11-25,referido,True
4250,Luis Martín 4250,cliente4250@email.com,Madrid,2054-11-28,email,False
4251,Eva López 4251,cliente4251@email.com,Barcelona,2054-12-01,google,False
4252,Carlos Ruiz 4252,cliente4252@email.com,Valencia,2054-12-04,facebook,False
4253,Marta Soto 4253,cliente4253@email.com,Sevilla,2054-12-07,organico,False
4254,Pablo Díaz 4254,cliente4254@email.com,Bilbao,2054-12-10,referido,False
4255,Sara Vega 4255,cliente4255@email.com,Madrid,2054-12-13,email,False
4256,Ana García 4256,cliente4256@email.com,Barcelona,2054-12-16,google,True
4257,Luis Martín 4257,cliente4257@email.com,Valencia,2054-12-19,facebook,False
4258,Eva López 4258,cliente4258@email.com,Sevilla,2054-12-22,organico,False
4259,Carlos Ruiz 4259,cliente4259@email.com,Bilbao,2054-12-25,referido,False
4260,Marta Soto 4260,cliente4260@email.com,Madrid,2054-12-28,email,False
4261,Pablo Díaz 4261,cliente4261@email.com,Barcelona,2054-12-31,google,False
4262,Sara Vega 4262,cliente4262@email.com,Valencia,2055-01-03,facebook,False
4263,Ana García 4263,cliente4263@email.com,Sevilla,2055-01-06,organico,True
4264,Luis Martín 4264,cliente4264@email.com,Bilbao,2055-01-09,referido,False
4265,Eva López 4265,cliente4265@email.com,Madrid,2055-01-12,email,False
4266,Carlos Ruiz 4266,cliente4266@email.com,Barcelona,2055-01-15,google,False
4267,Marta Soto 4267,cliente4267@email.com,Valencia,2055-01-18,facebook,False
4268,Pablo Díaz 4268,cliente4268@email.com,Sevilla,2055-01-21,organico,False
4269,Sara Vega 4269,cliente4269@email.com,Bilbao,2055-01-24,referido,False
4270,Ana García 4270,cliente4270@email.com,Madrid,2055-01-27,email,True
4271,Luis Martín 4271,cliente4271@email.com,Barcelona,2055-01-30,google,False
4272,Eva López 4272,cliente4272@email.com,Valencia,2055-02-02,facebook,False
4273,Carlos Ruiz 4273,cliente4273@email.com,Sevilla,2055-02-05,organico,False
4274,Marta Soto 4274,cliente4274@email.com,Bilbao,2055-02-08,referido,False
4275,Pablo Díaz 4275,cliente4275@email.com,Madrid,2055-02-11,email,False
4276,Sara Vega 4276,cliente4276@email.com,Barcelona,2055-02-14,google,False
4277,Ana García 4277,cliente4277@email.com,Valencia,2055-02-17,facebook,True
4278,Luis Martín 4278,cliente4278@email.com,Sevilla,2055-02-20,organico,False
4279,Eva López 4279,cliente4279@email.com,Bilbao,2055-02-23,referido,False
4280,Carlos Ruiz 4280,cliente4280@email.com,Madrid,2055-02-26,email,False
4281,Marta Soto 4281,cliente4281@email.com,Barcelona,2055-03-01,google,False
4282,Pablo Díaz 4282,cliente4282@email.com,Valencia,2055-03-04,facebook,False
4283,Sara Vega 4283,cliente4283@email.com,Sevilla,2055-03-07,organico,False
4284,Ana García 4284,cliente4284@email.com,Bilbao,2055-03-10,referido,True
4285,Luis Martín 4285,cliente4285@email.com,Madrid,2055-03-13,email,False
4286,Eva López 4286,cliente4286@email.com,Barcelona,2055-03-16,google,False
4287,Carlos Ruiz 4287,cliente4287@email.com,Valencia,2055-03-19,facebook,False
4288,Marta Soto 4288,cliente4288@email.com,Sevilla,2055-03-22,organico,False
4289,Pablo Díaz 4289,cliente4289@email.com,Bilbao,2055-03-25,referido,False
4290,Sara Vega 4290,cliente4290@email.com,Madrid,2055-03-28,email,False
4291,Ana García 4291,cliente4291@email.com,Barcelona,2055-03-31,google,True
4292,Luis Martín 4292,cliente4292@email.com,Valencia,2055-04-03,facebook,False
4293,Eva López 4293,cliente4293@email.com,Sevilla,2055-04-06,organico,False
4294,Carlos Ruiz 4294,cliente4294@email.com,Bilbao,2055-04-09,referido,False
4295,Marta Soto 4295,cliente4295@email.com,Madrid,2055-04-12,email,False
4296,Pablo Díaz 4296,cliente4296@email.com,Barcelona,2055-04-15,google,False
4297,Sara Vega 4297,cliente4297@email.com,Valencia,2055-04-18,facebook,False
4298,Ana García 4298,cliente4298@email.com,Sevilla,2055-04-21,organico,True
4299,Luis Martín 4299,cliente4299@email.com,Bilbao,2055-04-24,referido,False
4300,Eva López 4300,cliente4300@email.com,Madrid,2055-04-27,email,False
4301,Carlos Ruiz 4301,cliente4301@email.com,Barcelona,2055-04-30,google,False
4302,Marta Soto 4302,cliente4302@email.com,Valencia,2055-05-03,facebook,False
4303,Pablo Díaz 4303,cliente4303@email.com,Sevilla,2055-05-06,organico,False
4304,Sara Vega 4304,cliente4304@email.com,Bilbao,2055-05-09,referido,False
4305,Ana García 4305,cliente4305@email.com,Madrid,2055-05-12,email,True
4306,Luis Martín 4306,cliente4306@email.com,Barcelona,2055-05-15,google,False
4307,Eva López 4307,cliente4307@email.com,Valencia,2055-05-18,facebook,False
4308,Carlos Ruiz 4308,cliente4308@email.com,Sevilla,2055-05-21,organico,False
4309,Marta Soto 4309,cliente4309@email.com,Bilbao,2055-05-24,referido,False
4310,Pablo Díaz 4310,cliente4310@email.com,Madrid,2055-05-27,email,False
4311,Sara Vega 4311,cliente4311@email.com,Barcelona,2055-05-30,google,False
4312,Ana García 4312,cliente4312@email.com,Valencia,2055-06-02,facebook,True
4313,Luis Martín 4313,cliente4313@email.com,Sevilla,2055-06-05,organico,False
4314,Eva López 4314,cliente4314@email.com,Bilbao,2055-06-08,referido,False
4315,Carlos Ruiz 4315,cliente4315@email.com,Madrid,2055-06-11,email,False
4316,Marta Soto 4316,cliente4316@email.com,Barcelona,2055-06-14,google,False
4317,Pablo Díaz 4317,cliente4317@email.com,Valencia,2055-06-17,facebook,False
4318,Sara Vega 4318,cliente4318@email.com,Sevilla,2055-06-20,organico,False
4319,Ana García 4319,cliente4319@email.com,Bilbao,2055-06-23,referido,True
4320,Luis Martín 4320,cliente4320@email.com,Madrid,2055-06-26,email,False
4321,Eva López 4321,cliente4321@email.com,Barcelona,2055-06-29,google,False
4322,Carlos Ruiz 4322,cliente4322@email.com,Valencia,2055-07-02,facebook,False
4323,Marta Soto 4323,cliente4323@email.com,Sevilla,2055-07-05,organico,False
4324,Pablo Díaz 4324,cliente4324@email.com,Bilbao,2055-07-08,referido,False
4325,Sara Vega 4325,cliente4325@email.com,Madrid,2055-07-11,email,False
4326,Ana García 4326,cliente4326@email.com,Barcelona,2055-07-14,google,True
4327,Luis Martín 4327,cliente4327@email.com,Valencia,2055-07-17,facebook,False
4328,Eva López 4328,cliente4328@email.com,Sevilla,2055-07-20,organico,False
4329,Carlos Ruiz 4329,cliente4329@email.com,Bilbao,2055-07-23,referido,False
4330,Marta Soto 4330,cliente4330@email.com,Madrid,2055-07-26,email,False
4331,Pablo Díaz 4331,cliente4331@email.com,Barcelona,2055-07-29,google,False
4332,Sara Vega 4332,cliente4332@email.com,Valencia,2055-08-01,facebook,False
4333,Ana García 4333,cliente4333@email.com,Sevilla,2055-08-04,organico,True
4334,Luis Martín 4334,cliente4334@email.com,Bilbao,2055-08-07,referido,False
4335,Eva López 4335,cliente4335@email.com,Madrid,2055-08-10,email,False
4336,Carlos Ruiz 4336,cliente4336@email.com,Barcelona,2055-08-13,google,False
4337,Marta Soto 4337,cliente4337@email.com,Valencia,2055-08-16,facebook,False
4338,Pablo Díaz 4338,cliente4338@email.com,Sevilla,2055-08-19,organico,False
4339,Sara Vega 4339,cliente4339@email.com,Bilbao,2055-08-22,referido,False
4340,Ana García 4340,cliente4340@email.com,Madrid,2055-08-25,email,True
4341,Luis Martín 4341,cliente4341@email.com,Barcelona,2055-08-28,google,False
4342,Eva López 4342,cliente4342@email.com,Valencia,2055-08-31,facebook,False
4343,Carlos Ruiz 4343,cliente4343@email.com,Sevilla,2055-09-03,organico,False
4344,Marta Soto 4344,cliente4344@email.com,Bilbao,2055-09-06,referido,False
4345,Pablo Díaz 4345,cliente4345@email.com,Madrid,2055-09-09,email,False
4346,Sara Vega 4346,cliente4346@email.com,Barcelona,2055-09-12,google,False
4347,Ana García 4347,cliente4347@email.com,Valencia,2055-09-15,facebook,True
4348,Luis Martín 4348,cliente4348@email.com,Sevilla,2055-09-18,organico,False
4349,Eva López 4349,cliente4349@email.com,Bilbao,2055-09-21,referido,False
4350,Carlos Ruiz 4350,cliente4350@email.com,Madrid,2055-09-24,email,False
4351,Marta Soto 4351,cliente4351@email.com,Barcelona,2055-09-27,google,False
4352,Pablo Díaz 4352,cliente4352@email.com,Valencia,2055-09-30,facebook,False
4353,Sara Vega 4353,cliente4353@email.com,Sevilla,2055-10-03,organico,False
4354,Ana García 4354,cliente4354@email.com,Bilbao,2055-10-06,referido,True
4355,Luis Martín 4355,cliente4355@email.com,Madrid,2055-10-09,email,False
4356,Eva López 4356,cliente4356@email.com,Barcelona,2055-10-12,google,False
4357,Carlos Ruiz 4357,cliente4357@email.com,Valencia,2055-10-15,facebook,False
4358,Marta Soto 4358,cliente4358@email.com,Sevilla,2055-10-18,organico,False
4359,Pablo Díaz 4359,cliente4359@email.com,Bilbao,2055-10-21,referido,False
4360,Sara Vega 4360,cliente4360@email.com,Madrid,2055-10-24,email,False
4361,Ana García 4361,cliente4361@email.com,Barcelona,2055-10-27,google,True
4362,Luis Martín 4362,cliente4362@email.com,Valencia,2055-10-30,facebook,False
4363,Eva López 4363,cliente4363@email.com,Sevilla,2055-11-02,organico,False
4364,Carlos Ruiz 4364,cliente4364@email.com,Bilbao,2055-11-05,referido,False
4365,Marta Soto 4365,cliente4365@email.com,Madrid,2055-11-08,email,False
4366,Pablo Díaz 4366,cliente4366@email.com,Barcelona,2055-11-11,google,False
4367,Sara Vega 4367,cliente4367@email.com,Valencia,2055-11-14,facebook,False
4368,Ana García 4368,cliente4368@email.com,Sevilla,2055-11-17,organico,True
4369,Luis Martín 4369,cliente4369@email.com,Bilbao,2055-11-20,referido,False
4370,Eva López 4370,cliente4370@email.com,Madrid,2055-11-23,email,False
4371,Carlos Ruiz 4371,cliente4371@email.com,Barcelona,2055-11-26,google,False
4372,Marta Soto 4372,cliente4372@email.com,Valencia,2055-11-29,facebook,False
4373,Pablo Díaz 4373,cliente4373@email.com,Sevilla,2055-12-02,organico,False
4374,Sara Vega 4374,cliente4374@email.com,Bilbao,2055-12-05,referido,False
4375,Ana García 4375,cliente4375@email.com,Madrid,2055-12-08,email,True
4376,Luis Martín 4376,cliente4376@email.com,Barcelona,2055-12-11,google,False
4377,Eva López 4377,cliente4377@email.com,Valencia,2055-12-14,facebook,False
4378,Carlos Ruiz 4378,cliente4378@email.com,Sevilla,2055-12-17,organico,False
4379,Marta Soto 4379,cliente4379@email.com,Bilbao,2055-12-20,referido,False
4380,Pablo Díaz 4380,cliente4380@email.com,Madrid,2055-12-23,email,False
4381,Sara Vega 4381,cliente4381@email.com,Barcelona,2055-12-26,google,False
4382,Ana García 4382,cliente4382@email.com,Valencia,2055-12-29,facebook,True
4383,Luis Martín 4383,cliente4383@email.com,Sevilla,2056-01-01,organico,False
4384,Eva López 4384,cliente4384@email.com,Bilbao,2056-01-04,referido,False
4385,Carlos Ruiz 4385,cliente4385@email.com,Madrid,2056-01-07,email,False
4386,Marta Soto 4386,cliente4386@email.com,Barcelona,2056-01-10,google,False
4387,Pablo Díaz 4387,cliente4387@email.com,Valencia,2056-01-13,facebook,False
4388,Sara Vega 4388,cliente4388@email.com,Sevilla,2056-01-16,organico,False
4389,Ana García 4389,cliente4389@email.com,Bilbao,2056-01-19,referido,True
4390,Luis Martín 4390,cliente4390@email.com,Madrid,2056-01-22,email,False
4391,Eva López 4391,cliente4391@email.com,Barcelona,2056-01-25,google,False
4392,Carlos Ruiz 4392,cliente4392@email.com,Valencia,2056-01-28,facebook,False
4393,Marta Soto 4393,cliente4393@email.com,Sevilla,2056-01-31,organico,False
4394,Pablo Díaz 4394,cliente4394@email.com,Bilbao,2056-02-03,referido,False
4395,Sara Vega 4395,cliente4395@email.com,Madrid,2056-02-06,email,False
4396,Ana García 4396,cliente4396@email.com,Barcelona,2056-02-09,google,True
4397,Luis Martín 4397,cliente4397@email.com,Valencia,2056-02-12,facebook,False
4398,Eva López 4398,cliente4398@email.com,Sevilla,2056-02-15,organico,False
4399,Carlos Ruiz 4399,cliente4399@email.com,Bilbao,2056-02-18,referido,False
4400,Marta Soto 4400,cliente4400@email.com,Madrid,2056-02-21,email,False
4401,Pablo Díaz 4401,cliente4401@email.com,Barcelona,2056-02-24,google,False
4402,Sara Vega 4402,cliente4402@email.com,Valencia,2056-02-27,facebook,False
4403,Ana García 4403,cliente4403@email.com,Sevilla,2056-03-01,organico,True
4404,Luis Martín 4404,cliente4404@email.com,Bilbao,2056-03-04,referido,False
4405,Eva López 4405,cliente4405@email.com,Madrid,2056-03-07,email,False
4406,Carlos Ruiz 4406,cliente4406@email.com,Barcelona,2056-03-10,google,False
4407,Marta Soto 4407,cliente4407@email.com,Valencia,2056-03-13,facebook,False
4408,Pablo Díaz 4408,cliente4408@email.com,Sevilla,2056-03-16,organico,False
4409,Sara Vega 4409,cliente4409@email.com,Bilbao,2056-03-19,referido,False
4410,Ana García 4410,cliente4410@email.com,Madrid,2056-03-22,email,True
4411,Luis Martín 4411,cliente4411@email.com,Barcelona,2056-03-25,google,False
4412,Eva López 4412,cliente4412@email.com,Valencia,2056-03-28,facebook,False
4413,Carlos Ruiz 4413,cliente4413@email.com,Sevilla,2056-03-31,organico,False
4414,Marta Soto 4414,cliente4414@email.com,Bilbao,2056-04-03,referido,False
4415,Pablo Díaz 4415,cliente4415@email.com,Madrid,2056-04-06,email,False
4416,Sara Vega 4416,cliente4416@email.com,Barcelona,2056-04-09,google,False
4417,Ana García 4417,cliente4417@email.com,Valencia,2056-04-12,facebook,True
4418,Luis Martín 4418,cliente4418@email.com,Sevilla,2056-04-15,organico,False
4419,Eva López 4419,cliente4419@email.com,Bilbao,2056-04-18,referido,False
4420,Carlos Ruiz 4420,cliente4420@email.com,Madrid,2056-04-21,email,False
4421,Marta Soto 4421,cliente4421@email.com,Barcelona,2056-04-24,google,False
4422,Pablo Díaz 4422,cliente4422@email.com,Valencia,2056-04-27,facebook,False
4423,Sara Vega 4423,cliente4423@email.com,Sevilla,2056-04-30,organico,False
4424,Ana García 4424,cliente4424@email.com,Bilbao,2056-05-03,referido,True
4425,Luis Martín 4425,cliente4425@email.com,Madrid,2056-05-06,email,False
4426,Eva López 4426,cliente4426@email.com,Barcelona,2056-05-09,google,False
4427,Carlos Ruiz 4427,cliente4427@email.com,Valencia,2056-05-12,facebook,False
4428,Marta Soto 4428,cliente4428@email.com,Sevilla,2056-05-15,organico,False
4429,Pablo Díaz 4429,cliente4429@email.com,Bilbao,2056-05-18,referido,False
4430,Sara Vega 4430,cliente4430@email.com,Madrid,2056-05-21,email,False
4431,Ana García 4431,cliente4431@email.com,Barcelona,2056-05-24,google,True
4432,Luis Martín 4432,cliente4432@email.com,Valencia,2056-05-27,facebook,False
4433,Eva López 4433,cliente4433@email.com,Sevilla,2056-05-30,organico,False
